nome_bairro,desc_atividade,nome_grupo,n
IMBIRIBEIRA,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA,INDUSTRIA GERAL,3
IMBIRIBEIRA,FABRICAÇÃO DE PRODUTOS DIVERSOS NÃO ESPECIFICADOS ANTERIORMENTE,INDUSTRIA GERAL,3
IMBIRIBEIRA,FORMAÇÃO DE CONDUTORES,EDUCACAO,3
IMBIRIBEIRA,GUARDA-MÓVEIS,GUARDA E LOCACAO DE BENS MOVEIS,3
IMBIRIBEIRA,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO,CONSTRUCAO CIVIL,3
IMBIRIBEIRA,MANUTENÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES,CONSERVAÇÃO E LIMPEZA,3
IMBIRIBEIRA,"MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS HIDRÁULICOS E PNEUMÁTICOS, EXC VÁLVULAS",CONSERVAÇÃO E LIMPEZA,3
IMBIRIBEIRA,"MONTAG E INST DE SIST E EQUIP DE ILUM E SINALIZ EM VIAS PÚBLICAS, PORTOS E AEROPORTOS","INSTALACAO, COLOCACAO E MONTAGEM",3
IMBIRIBEIRA,MONTAGEM DE ESTRUTURAS METÁLICAS,CONSTRUCAO CIVIL,3
IMBIRIBEIRA,MOTÉIS,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",3
IMBIRIBEIRA,OUTRAS ATIVIDADES DE SERVIÇOS PREST PRINCIPALMENTE ÀS EMPRESAS N/ ESP ANTERIORM,OUTROS SERVICOS,3
IMBIRIBEIRA,PEIXARIA,OUTRAS ATIVIDADES VAREJISTAS,3
IMBIRIBEIRA,PESQUISAS DE MERCADO E DE OPINIÃO PÚBLICA,"ANALISE, PESQUISA DE MERCADO E PUBLICIDADE",3
IMBIRIBEIRA,PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVOS,DIVERSOES PUBLICAS,3
IMBIRIBEIRA,PRODUÇÃO MUSICAL,DIVERSOES PUBLICAS,3
IMBIRIBEIRA,RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,3
IMBIRIBEIRA,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,SERVICOS DE INFORMATICA,3
IMBIRIBEIRA,SERVIÇOS DE ENGENHARIA,CONSTRUCAO CIVIL,3
IMBIRIBEIRA,SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,TRANSPORTE E COMUNICACAO,3
IMBIRIBEIRA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,3
IMBIRIBEIRA,SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL,"INSTALACAO, COLOCACAO E MONTAGEM",3
IMBIRIBEIRA,"SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS","JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
IMBIRIBEIRA,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,CONSTRUCAO CIVIL,3
IMBIRIBEIRA,TRANSPORTE ESCOLAR,TRANSPORTE E COMUNICACAO,3
IMBIRIBEIRA,"TRANSPORTE RODOV COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL",TRANSPORTE E COMUNICACAO,3
IPSEP,"ALUGUEL DE OUTRAS MÁQUINAS E EQUIP COM E INDUST N/ ESP ANTERIORM, SEM OPERADOR",GUARDA E LOCACAO DE BENS MOVEIS,3
IPSEP,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIF ANTERIORMENTE",DIVERSOES PUBLICAS,3
IPSEP,ATIVIDADE ODONTOLÓGICA,SAUDE,3
IPSEP,ATIVIDADES DE CONTABILIDADE,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
IPSEP,Atividades de monitoramento de sistemas de segurança eletrônico,GUARDA E LOCACAO DE BENS MOVEIS,3
IPSEP,COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA,COMERCIO ATACADISTA,3
IPSEP,COMÉRCIO ATACADISTA DE FERRAGENS E FERRAMENTAS,COMERCIO ATACADISTA,3
IPSEP,COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,OUTRAS ATIVIDADES VAREJISTAS,3
IPSEP,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",OUTRAS ATIVIDADES VAREJISTAS,3
IPSEP,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,OUTRAS ATIVIDADES VAREJISTAS,3
IPSEP,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,3
IPSEP,CONSTRUÇÃO DE EDIFÍCIOS,CONSTRUCAO CIVIL,3
IPSEP,CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
IPSEP,EDUCAÇÃO INFANTIL - CRECHE,EDUCACAO,3
IPSEP,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS,INDUSTRIA GERAL,3
IPSEP,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
IPSEP,IMUNIZAÇÃO E CONTROLE DE PRAGAS URBANAS,CONSERVAÇÃO E LIMPEZA,3
IPSEP,"INSTALAÇÃO E MANUTENÇÃO DE SIST CENTRAIS DE AR CONDIC, DE VENTIL E REFRIGERAÇÃO","INSTALACAO, COLOCACAO E MONTAGEM",3
IPSEP,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO,CONSTRUCAO CIVIL,3
IPSEP,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,GUARDA E LOCACAO DE BENS MOVEIS,3
IPSEP,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,3
IPSEP,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIP P/ USO GERAL N/ ESP ANTERIORMENTE,CONSERVAÇÃO E LIMPEZA,3
IPSEP,"MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APAR E MAT ELÉTRICOS N/ ESP ANTERIORMENTE",CONSERVAÇÃO E LIMPEZA,3
IPSEP,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,EDUCACAO,3
IPSEP,OUTRAS ATIVIDADES DE SERVIÇOS PREST PRINCIPALMENTE ÀS EMPRESAS N/ ESP ANTERIORM,OUTROS SERVICOS,3
IPSEP,OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,CONSTRUCAO CIVIL,3
IPSEP,Recarga de cartuchos para equipamentos de informatica,SERVICOS DE INFORMATICA,3
IPSEP,REPARAÇÃO E MANUTEN DE OUT OBJ E EQUIP PESSOAIS E DOMÉST N/ ESP ANTERIORMENTE,CONSERVAÇÃO E LIMPEZA,3
IPSEP,REPRESENT COM E AGENTES DO COM DE PEÇAS E ACESS NOVOS E USAD P/ VEÍC AUTOMOTOR,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
IPSEP,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MÁQ, EQUIP, EMBARC E AERONAVES","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
IPSEP,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA,TRANSPORTE E COMUNICACAO,3
IPUTINGA,AGÊNCIAS DE VIAGENS,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",3
IPUTINGA,ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
IPUTINGA,Atividades de estetica e outros servicos de cuidados com a beleza,BELEZA E HIGIENE PESSOAL,3
IPUTINGA,ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
IPUTINGA,"ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
IPUTINGA,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,SAUDE,3
IPUTINGA,ATIVIDADES VETERINÁRIAS,VETERINARIO E SIMILARES,3
IPUTINGA,COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA,COMERCIO ATACADISTA,3
IPUTINGA,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO,OUTRAS ATIVIDADES VAREJISTAS,3
IPUTINGA,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,OUTRAS ATIVIDADES VAREJISTAS,3
IPUTINGA,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",OUTRAS ATIVIDADES VAREJISTAS,3
IPUTINGA,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP),OUTRAS ATIVIDADES VAREJISTAS,3
IPUTINGA,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
IPUTINGA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,3
IPUTINGA,COMÉRCIO VAREJISTA DE OBJETOS DE ARTE,OUTRAS ATIVIDADES VAREJISTAS,3
IPUTINGA,Desenvolvimento de programas de computador sob encomenda,SERVICOS DE INFORMATICA,3
IPUTINGA,Edição de jornais não diários,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
IPUTINGA,Fabricacao de produtos de panificacao industrial,INDUSTRIA GERAL,3
IPUTINGA,OBRAS DE ALVENARIA,CONSTRUCAO CIVIL,3
IPUTINGA,OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,TRANSPORTE E COMUNICACAO,3
IPUTINGA,OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,CONSTRUCAO CIVIL,3
IPUTINGA,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,SERVICOS DE INFORMATICA,3
IPUTINGA,REPRESENTANTES COM E AGENTES DO COM DE INST E MAT ODONTO-MÉDICO-HOSPITALARES,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
IPUTINGA,SERVIÇO DE TÁXI,TRANSPORTE E COMUNICACAO,3
IPUTINGA,SERVIÇOS DE ENGENHARIA,CONSTRUCAO CIVIL,3
IPUTINGA,SERVIÇOS DE ENTREGA RÁPIDA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
IPUTINGA,SERVIÇOS DE PRÉ-IMPRESSÃO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
IPUTINGA,Servicos de tratamento e revestimento em metais,OUTROS SERVICOS,3
IPUTINGA,TRANSPORTE ESCOLAR,TRANSPORTE E COMUNICACAO,3
IPUTINGA,"TRANSPORTE RODOV COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL",TRANSPORTE E COMUNICACAO,3
JAQUEIRA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,3
JARDIM SAO PAULO,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",OUTRAS ATIVIDADES VAREJISTAS,3
JARDIM SAO PAULO,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - SUPERMERCADOS",SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,3
JARDIM SAO PAULO,COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA,COMERCIO ATACADISTA,3
JARDIM SAO PAULO,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,OUTRAS ATIVIDADES VAREJISTAS,3
JARDIM SAO PAULO,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
JARDIM SAO PAULO,FORMAÇÃO DE CONDUTORES,EDUCACAO,3
JARDIM SAO PAULO,LOTEAMENTO DE IMOVEIS PROPRIOS,CONSTRUCAO CIVIL,3
JARDIM SAO PAULO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,EDUCACAO,3
JARDIM SAO PAULO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,CONSERVAÇÃO E LIMPEZA,3
JARDIM SAO PAULO,"REPRESENTANTES COM E AGENTES DO COM DE MEDICAM, COSMÉT E PROD DE PERFUMARIA","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
JIQUIA,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",OUTRAS ATIVIDADES VAREJISTAS,3
JIQUIA,COMÉRCIO VAREJISTA DE BEBIDAS,OUTRAS ATIVIDADES VAREJISTAS,3
JIQUIA,CONSTRUÇÃO DE EDIFÍCIOS,CONSTRUCAO CIVIL,3
JIQUIA,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,3
JIQUIA,"IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
JIQUIA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",TRANSPORTE E COMUNICACAO,3
JORDAO,ATIVIDADES DE CONDICIONAMENTO FÍSICO,BELEZA E HIGIENE PESSOAL,3
JORDAO,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
JORDAO,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,OUTRAS ATIVIDADES VAREJISTAS,3
JORDAO,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS/ PEÇAS E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
JORDAO,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,OUTRAS ATIVIDADES VAREJISTAS,3
JORDAO,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,3
JORDAO,ENSINO FUNDAMENTAL,EDUCACAO,3
JORDAO,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,INDUSTRIA GERAL,3
JORDAO,PREPARACAO DE DOCUMENTOS E SERV ESPECIALIZ DE APOIO ADMINIST N/ ESP ANTERIORMENTE,OUTROS SERVICOS,3
JORDAO,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
JORDAO,SERVIÇO DE TÁXI,TRANSPORTE E COMUNICACAO,3
JORDAO,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA,TRANSPORTE E COMUNICACAO,3
JORDAO,SERVIÇOS DE ENTREGA RÁPIDA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
MACAXEIRA,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",OUTRAS ATIVIDADES VAREJISTAS,3
MACAXEIRA,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CONSERVAÇÃO E LIMPEZA,3
MACAXEIRA,REPARAÇÃO E MANUTENÇÃO DE EQUIP ELETROELETRÔN DE USO PESSOAL E DOMÉSTICO,CONSERVAÇÃO E LIMPEZA,3
MACAXEIRA,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
MADALENA,ATIVIDADE ODONTOLÓGICA,SAUDE,3
MADALENA,"ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES",EDUCACAO,3
MADALENA,ATIVIDADES DE ATEND EM PRONTO-SOCORRO E UNIDADES HOSPITALARES P/ ATEND A URGÊNC,SAUDE,3
MADALENA,ATIVIDADES DE CONDICIONAMENTO FÍSICO,BELEZA E HIGIENE PESSOAL,3
MADALENA,ATIVIDADES DE PROFISSIONAIS DA ÁREA DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE,SAUDE,3
MADALENA,COMÉRCIO ATACADISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,COMERCIO ATACADISTA,3
MADALENA,COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO,COMERCIO ATACADISTA,3
MADALENA,COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,OUTRAS ATIVIDADES VAREJISTAS,3
MADALENA,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,OUTRAS ATIVIDADES VAREJISTAS,3
MADALENA,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,OUTRAS ATIVIDADES VAREJISTAS,3
MADALENA,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",OUTRAS ATIVIDADES VAREJISTAS,3
MADALENA,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",OUTRAS ATIVIDADES VAREJISTAS,3
MADALENA,"CONFECÇÃO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA",INDUSTRIA GERAL,3
MADALENA,"CONFECÇÃO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS",OUTROS SERVICOS,3
MADALENA,CORRETAGEM NO ALUGUEL DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
MADALENA,Edição de jornais diários,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
MADALENA,EDUCAÇÃO INFANTIL - CRECHE,EDUCACAO,3
MADALENA,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
MADALENA,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,"INSTALACAO, COLOCACAO E MONTAGEM",3
MADALENA,LOTEAMENTO DE IMOVEIS PROPRIOS,CONSTRUCAO CIVIL,3
MADALENA,MANUTEN E REP DE APAR ELETROMÉDICOS E ELETROTERAPÊUTICOS E EQUIP DE IRRADIAÇÃO,CONSERVAÇÃO E LIMPEZA,3
MADALENA,"MANUTENÇÃO E REPARAÇÃO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE",CONSERVAÇÃO E LIMPEZA,3
MADALENA,"OBRAS DE URBANIZAÇÃO - RUAS, PRAÇAS E CALÇADAS",TECNICO-CIENTIFICO,3
MADALENA,OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,TRANSPORTE E COMUNICACAO,3
MADALENA,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,OUTRAS ATIVIDADES VAREJISTAS,3
MADALENA,PROMOÇÃO DE VENDAS,OUTROS SERVICOS,3
MADALENA,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
MADALENA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,OUTROS SERVICOS,3
MADALENA,SERVIÇOS DE ARQUITETURA,TECNICO-CIENTIFICO,3
MADALENA,SERVIÇOS DE ENTREGA RÁPIDA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
MADALENA,"SERVIÇOS DE INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ACESSÓR P/ VEÍC AUTOMOTORES",CONSERVAÇÃO E LIMPEZA,3
MADALENA,"SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS","JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
MADALENA,"TRANSP RODOV DE CARGA, EXC PROD PERIG E MUDAN, INTERMUN, INTEREST E INTERNACIONAL",TRANSPORTE E COMUNICACAO,3
MANGUEIRA,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,OUTRAS ATIVIDADES VAREJISTAS,3
MANGUEIRA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
MANGUEIRA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,3
MANGUEIRA,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,3
MANGUEIRA,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CONSERVAÇÃO E LIMPEZA,3
MANGUEIRA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",OUTRAS ATIVIDADES VAREJISTAS,3
MANGUEIRA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",TRANSPORTE E COMUNICACAO,3
MONTEIRO,CONDOMÍNIOS PREDIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
MUSTARDINHA,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
MUSTARDINHA,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",OUTRAS ATIVIDADES VAREJISTAS,3
MUSTARDINHA,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",OUTRAS ATIVIDADES VAREJISTAS,3
MUSTARDINHA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,OUTRAS ATIVIDADES VAREJISTAS,3
MUSTARDINHA,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,3
MUSTARDINHA,Comercio varejista especializado de equipamentos e suprimentos de informatica,OUTRAS ATIVIDADES VAREJISTAS,3
MUSTARDINHA,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,3
MUSTARDINHA,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA,INDUSTRIA GERAL,3
MUSTARDINHA,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CONSERVAÇÃO E LIMPEZA,3
MUSTARDINHA,RESTAURANTES E SIMILARES,OUTRAS ATIVIDADES VAREJISTAS,3
NOVA DESCOBERTA,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,OUTRAS ATIVIDADES VAREJISTAS,3
PAISSANDU,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA","CONTABILIDADE, CONSULTORIA E ASSESSORIA",3
PAISSANDU,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,3
PAISSANDU,LABORATÓRIOS CLÍNICOS,SAUDE,3
PARNAMIRIM,Alojamento de animais domésticos,VETERINARIO E SIMILARES,3
PARNAMIRIM,ALUGUEL DE IMÓVEIS PRÓPRIOS,OUTROS SERVICOS,3
PARNAMIRIM,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
PARNAMIRIM,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",OUTRAS ATIVIDADES VAREJISTAS,3
PARNAMIRIM,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,OUTRAS ATIVIDADES VAREJISTAS,3
PARNAMIRIM,"COMÉRCIO ATACADISTA DE INSTR E MATER P/ USO MÉDICO, CIRÚRG, HOSP E DE LABORATÓRIOS",COMERCIO ATACADISTA,3
PARNAMIRIM,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,3
PARNAMIRIM,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,3
PARNAMIRIM,Comercio varejista especializado de equipamentos e suprimentos de informatica,OUTRAS ATIVIDADES VAREJISTAS,3
PARNAMIRIM,CORRETAGEM NO ALUGUEL DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
PARNAMIRIM,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,CONSTRUCAO CIVIL,3
PARNAMIRIM,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,EDUCACAO,3
PARNAMIRIM,"OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEF TÊXT E PEÇAS DO VESTUÁRIO",OUTROS SERVICOS,3
PARNAMIRIM,SERVIÇOS ADVOCATÍCIOS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
PARNAMIRIM,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,3
PARNAMIRIM,"SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS","JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
PARNAMIRIM,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,EDUCACAO,3
PINA,ATIVIDADES DE CONTABILIDADE,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
PINA,"CABELEIREIROS, MANICURE E PEDICURE",BELEZA E HIGIENE PESSOAL,3
PINA,"COMÉRCIO ATACADISTA DE ARTIGOS DO VESTUÁR E ACESSÓRIOS, EXC PROF E DE SEGURANÇA",COMERCIO ATACADISTA,3
PINA,COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA,COMERCIO ATACADISTA,3
PINA,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,COMERCIO ATACADISTA,3
PINA,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,OUTRAS ATIVIDADES VAREJISTAS,3
